# Program:featureCounts v1.6.3; Command:"featureCounts" "-a" "../../genome/NC_000021.gtf" "-o" "../counts/final_counts.txt" "-g" "gene_name" "-T" "2" "SRR849504_21.bam" "SRR849505_21.bam" "SRR849506_21.bam" "SRR849507_21.bam" "SRR849508_21.bam" "SRR849509_21.bam" "SRR849510_21.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR849504_21.bam	SRR849505_21.bam	SRR849506_21.bam	SRR849507_21.bam	SRR849508_21.bam	SRR849509_21.bam	SRR849510_21.bam
LOC105379506	NC_000021.9;NC_000021.9;NC_000021.9	8222168;8222961;8223185	8222567;8223057;8223494	+;+;+	807	0	0	0	0	1	0	0
LOC107987293	NC_000021.9;NC_000021.9;NC_000021.9	8223514;8224347;8226174	8224185;8224438;8227990	+;+;+	2581	0	0	0	0	0	0	0
CDC27P9	NC_000021.9	8240739	8243081	-	2343	1	0	0	0	0	0	0
MIR6724-2	NC_000021.9;NC_000021.9	8249505;8249515	8249596;8249537	+;+	92	0	1	0	0	0	0	0
MIR6724-3	NC_000021.9;NC_000021.9	8388362;8388372	8388453;8388394	+;+	92	0	0	0	0	0	0	0
RNA45SN3	NC_000021.9	8389035	8402343	+	13309	3	2	40	1	2	1	2
RNA18SN3	NC_000021.9	8392666	8394534	+	1869	0	0	0	0	0	0	0
RNA5-8SN3	NC_000021.9	8395606	8395762	+	157	0	0	0	0	0	0	0
RNA28SN3	NC_000021.9	8396926	8401980	+	5055	0	0	0	0	0	0	0
LOC105379508	NC_000021.9;NC_000021.9;NC_000021.9	8405247;8405960;8406184	8405566;8406056;8406493	+;+;+	727	0	0	0	0	0	0	0
CDC27P10	NC_000021.9	8423810	8426105	-	2296	1	0	0	0	0	1	0
MIR6724-4	NC_000021.9;NC_000021.9	8432530;8432540	8432621;8432562	+;+	92	0	0	0	0	0	0	0
RNA45SN1	NC_000021.9	8433222	8446572	+	13351	12	4	135	7	4	48	10
MIR10396B	NC_000021.9;NC_000021.9;NC_000021.9	8436324;8436324;8436353	8436374;8436343;8436374	+;+;+	51	0	0	0	0	0	0	0
RNA18SN1	NC_000021.9	8436876	8438744	+	1869	0	0	0	0	0	0	0
RNA5-8SN1	NC_000021.9	8439822	8439978	+	157	0	0	0	0	0	0	0
RNA28SN1	NC_000021.9	8441146	8446211	+	5066	0	0	0	0	0	0	0
LOC105379507	NC_000021.9;NC_000021.9;NC_000021.9	8449374;8450147;8450371	8449773;8450243;8450680	+;+;+	807	0	0	0	0	0	1	0
LOC107987294	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	8450700;8451432;8451533;8453320;8453320;8454326	8451371;8451624;8451624;8454960;8453537;8454362	+;+;+;+;+;+	2506	0	3	0	0	0	1	1
CDC27P11	NC_000021.9	8466840	8470663	-	3824	0	0	2	0	0	0	0
LINC01666	NC_000021.9;NC_000021.9;NC_000021.9	8759547;8761276;8805831	8759861;8761334;8805942	+;+;+	486	4	5	3	3	8	7	6
LOC107985475	NC_000021.9	8819271	8820770	+	1500	0	0	2	0	1	2	0
MIR3648-2	NC_000021.9;NC_000021.9	8986999;8987026	8987178;8987046	+;+	180	0	0	1	0	0	0	0
MIR10396A	NC_000021.9;NC_000021.9;NC_000021.9	8987617;8987617;8987645	8987665;8987635;8987665	+;+;+	49	0	0	0	0	0	0	0
CDRT15P9	NC_000021.9;NC_000021.9	9026613;9036227	9027331;9036543	-;-	1036	2	5	5	20	3	0	0
LOC101927615	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	9045567;9049288;9049288;9049288;9049288;9053122;9053122;9053122;9053122;9053122;9056713;9056713;9056713;9056713;9058823;9058823;9058823;9058823;9058823;9061087;9063795;9063795;9063795;9063882	9045608;9049471;9049471;9049471;9049471;9053393;9053393;9053393;9053393;9053393;9056803;9056803;9056803;9056803;9059060;9059060;9059060;9059060;9059060;9061726;9064980;9064980;9064980;9064980	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2653	0	0	0	0	0	0	3
TEKT4P2	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	9068356;9068356;9070214;9070214;9076417;9127489;9127489;9127489;9129683;9129683;9129683	9069599;9068659;9070444;9070444;9077714;9127547;9127547;9127547;9129761;9129761;9129761	-;-;-;-;-;-;-;-;-;-;-	2911	235	351	162	257	551	148	354
LOC101930100	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	9325024;9325024;9325024;9325024;9325037;9325037;9327240;9327240;9327240;9327240;9327240;9327240;9331231;9331231;9331231;9331231;9343141;9367174;9367174;9367174	9325823;9325823;9325823;9325823;9325223;9325223;9327298;9327298;9327298;9327298;9327298;9327298;9332399;9331290;9331290;9332399;9343533;9367202;9367242;9367190	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2490	6	31	12	12	20	27	11
LOC101927345	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	9361333;9361338;9366303;9366609;9368412;9368412;9373947;9373947;9375506;9375506;9375521;9376352;9376352;9376352	9361372;9361372;9366455;9366781;9369326;9369326;9374167;9374167;9375719;9375719;9375719;9376651;9376651;9376651	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2016	6	58	12	50	40	138	25
NCOR1P4	NC_000021.9;NC_000021.9;NC_000021.9	9543030;9548818;9558973	9543108;9548995;9559268	+;+;+	553	2	23	0	2	16	8	6
LOC102723668	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	9578638;9580222;9586972;9591677	9578724;9580446;9587071;9591727	-;-;-;-	463	0	0	0	0	0	0	0
LOC105379514	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	9662189;9677372;9678230;9679515	9662338;9677569;9678353;9679905	+;+;+;+	863	0	3	0	0	5	39	1
LOC105379513	NC_000021.9;NC_000021.9	9677284;9691299	9677664;9691550	-;-	633	0	0	0	0	0	0	0
LINC01667	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	9781848;9783248;9792555;9807735;9808174;9820886	9782304;9783305;9792642;9807974;9808361;9821061	-;-;-;-;-;-	1207	4	23	0	0	0	2	0
LOC105372734	NC_000021.9;NC_000021.9;NC_000021.9	9972474;9975017;9986147	9972652;9975104;9986333	-;-;-	454	0	0	0	0	0	0	0
LOC105372733	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	9996067;9996067;9996067;9996067;9996067;9996067;9996067;9996067;9996067;9996067;9997746;9997746;9997746;9997746;9997746;9997746;9997746;9997746;9997746;9997746;10002085;10002085;10002085;10002085;10002085;10002085;10002085;10002085;10041529;10041529;10041529;10041529;10041529;10041529;10041529;10041529;10042017;10042017;10042017;10042017;10042017;10042017;10042017;10042017;10042456;10042456;10042456;10055889;10055950;10055950;10055950;10055950;10055994;10057892;10057892;10119241;10119241;10119241;10119241;10119241	9996991;9996991;9996991;9996991;9996991;9996991;9996991;9996991;9996991;9996991;9998048;9998048;9998048;9998048;9998048;9998048;9998048;9998048;9998048;9998048;10002205;10002205;10002205;10002205;10002205;10002205;10002205;10002205;10041630;10041630;10041630;10041630;10041630;10041630;10041630;10041630;10042233;10042233;10042233;10042233;10042233;10042233;10042233;10042233;10042523;10042523;10042523;10055937;10056154;10056349;10056349;10056349;10056349;10058062;10058062;10119495;10119495;10119495;10119495;10119492	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2611	31	65	0	15	6	22	22
EIF3FP1	NC_000021.9	10330640	10331686	+	1047	2	4	2	4	2	14	7
BAGE2	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	10413497;10413497;10414811;10414811;10454134;10454134;10462836;10462836;10464862;10464862;10473028;10473028;10485618;10485618;10491246;10491246;10491540;10491540;10499475;10500807;10514122;10514122;10516318;10516318	10413754;10413754;10414911;10414911;10454296;10454296;10463007;10463007;10464976;10464976;10473729;10473729;10485734;10485734;10491347;10491347;10491644;10491644;10499540;10501019;10514250;10514250;10518274;10518274	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4200	23	444	21	89	58	53	58
TPTE	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	10521583;10521583;10521583;10521583;10524580;10524580;10524580;10524580;10527355;10527355;10527355;10527355;10538681;10538681;10538681;10541112;10541112;10541112;10542395;10542395;10542395;10543329;10552657;10552657;10559494;10559494;10559494;10559494;10561030;10561030;10561030;10561030;10567670;10567670;10567670;10567670;10569437;10569437;10569437;10569437;10569683;10569683;10569683;10569683;10570485;10570485;10570485;10570485;10577460;10577460;10577460;10577460;10578337;10578337;10578337;10578337;10578517;10578517;10578517;10578517;10590462;10590462;10590462;10590462;10592293;10592293;10592293;10592293;10595982;10595982;10595982;10595982;10598015;10598015;10598015;10598015;10602058;10602058;10602058;10602058;10603562;10603562;10603562;10603562;10605417;10605417;10605417;10605417	10521694;10521694;10521694;10521694;10524688;10524688;10524688;10524688;10527412;10527412;10527412;10527412;10538734;10538734;10538734;10541165;10541165;10541165;10542448;10542448;10542448;10543382;10552716;10552716;10559544;10559544;10559544;10559544;10561191;10561191;10561191;10561191;10567789;10567789;10567789;10567789;10569536;10569536;10569536;10569536;10569746;10569746;10569746;10569746;10570549;10570549;10570549;10570549;10577520;10577520;10577520;10577520;10578418;10578418;10578418;10578418;10578605;10578605;10578605;10578605;10590523;10590523;10590523;10590523;10592373;10592373;10592373;10592373;10596087;10596087;10596087;10596087;10598094;10598094;10598094;10598094;10602150;10602150;10602150;10602150;10603632;10603632;10603632;10603632;10605716;10605716;10605716;10605716	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2142	0	121	0	0	19	26	48
SLC25A15P4	NC_000021.9;NC_000021.9	10612255;10613213	10612576;10613378	-;-	488	0	2	0	0	0	0	1
ANKRD30BP2	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	13038166;13042502;13042779;13045163;13048965;13051796;13060466;13062840;13065175;13066852;13069175;13117838	13038424;13042616;13042952;13045270;13049029;13052702;13060883;13062958;13065699;13067048;13069292;13118251	+;+;+;+;+;+;+;+;+;+;+;+	3419	0	46	0	0	0	0	4
FGF7P2	NC_000021.9;NC_000021.9	13349265;13350457	13349368;13353660	+;+	3308	8	23	2	6	4	5	3
ANKRD30BP1	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	13384241;13386282;13387723;13393546;13393717;13395968;13398970;13399357;13405181;13408320;13413596;13413762;13419523;13421600;13423127;13426146;13426312;13427580;13427745	13385160;13386445;13387936;13393618;13393745;13396057;13399031;13399435;13405253;13408350;13413668;13413792;13419538;13421690;13423188;13426218;13426340;13427652;13427775	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2214	23	4	51	56	101	18	1
MIR3156-3	NC_000021.9;NC_000021.9	13406384;13406431	13406460;13406452	-;-	77	0	0	0	0	0	0	0
LINC01674	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	13546033;13546980;13556393;13558317	13546123;13547128;13556511;13558461	+;+;+;+	504	0	0	0	0	0	0	0
POTED	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	13609777;13610081;13610081;13615123;13615123;13615123;13615397;13615397;13615397;13618349;13618349;13618349;13620158;13620158;13620158;13622805;13622805;13622805;13625273;13628382;13629856;13629856;13630941;13630941;13639515;13641345	13610749;13610749;13610749;13615237;13615237;13615237;13615570;13615570;13615570;13618455;13618455;13618455;13620295;13620295;13620295;13622875;13622875;13622875;13626230;13628452;13629900;13629900;13631028;13631107;13639638;13645823	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7422	0	4	0	0	0	2	1
MIR3118-1	NC_000021.9;NC_000021.9	13644775;13644784	13644850;13644806	-;-	76	0	0	0	0	0	0	0
LOC107985482	NC_000021.9;NC_000021.9;NC_000021.9	13705881;13709217;13713357	13705946;13709319;13713853	+;+;+	666	0	0	0	0	0	0	0
LOC112268283	NC_000021.9;NC_000021.9;NC_000021.9	13723557;13748178;13750107	13723719;13748271;13753242	+;+;+	3393	0	0	0	0	0	0	0
MIR8069-2	NC_000021.9;NC_000021.9	13724189;13724242	13724274;13724264	+;+	86	0	0	0	0	0	0	0
FEM1AP1	NC_000021.9	13762215	13764528	+	2314	12	2	0	4	2	2	2
TERF1P1	NC_000021.9	13776086	13778812	+	2727	6	4	0	0	2	2	0
LOC654338	NC_000021.9	13809557	13809759	-	203	0	2	0	0	0	2	0
GXYLT1P2	NC_000021.9	13823471	13825700	-	2230	0	0	0	0	0	2	0
CNN2P7	NC_000021.9	13826651	13827824	+	1174	0	0	0	0	0	0	0
ZNF114P1	NC_000021.9	13838730	13839795	+	1066	0	0	0	0	0	0	0
CYP4F29P	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	13843133;13844022;13845005;13846013;13846759;13848090	13843432;13844135;13845274;13846141;13846949;13848364	-;-;-;-;-;-	1279	0	0	0	0	0	2	0
LOC110091776	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	13909448;13910496;13911718;13915187;13917555;13925164;13932228;13933667	13909693;13910549;13911763;13915409;13917836;13925293;13932374;13933879	-;-;-;-;-;-;-;-	1341	1	4	0	1	0	7	4
ANKRD20A11P	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	13943769;13945039;13951067;13951232;13954066;13979702	13943862;13945109;13951139;13951260;13954150;13980444	-;-;-;-;-;-	1095	0	0	0	0	1	0	0
NF1P3	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	14000925;14001542;14001910;14005198	14001100;14001662;14001984;14005479	+;+;+;+	654	0	0	0	0	0	2	1
PPP6R2P1	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	14007129;14008187;14009589;14010248;14010777;14011362;14011696;14012120;14013503;14013761	14007198;14008302;14009679;14010317;14010874;14011419;14011810;14012282;14013657;14013848	+;+;+;+;+;+;+;+;+;+	1024	2	0	0	0	0	0	0
LOC105377134	NC_000021.9;NC_000021.9	14027399;14059780	14027597;14062633	+;+	3053	15	12	6	7	21	2	3
LIPI	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	14108812;14108813;14108813;14108813;14108813;14108813;14108813;14144623;14144623;14144623;14144623;14144623;14144623;14152296;14152573;14152573;14152573;14152573;14152573;14152573;14152573;14163419;14163419;14163419;14163419;14163419;14163419;14163419;14163437;14165223;14165223;14165223;14165223;14165223;14165223;14165223;14165223;14166362;14166362;14166362;14166362;14166362;14166362;14166362;14181758;14181758;14181758;14181758;14181758;14181758;14181758;14181758;14185961;14185961;14185961;14185961;14185961;14185961;14185961;14189034;14189034;14189034;14189034;14189034;14189034;14189034;14206815;14210800;14210800;14210800;14210800;14210800;14210800;14210800	14109080;14109080;14109080;14109080;14109080;14109080;14109080;14144799;14144799;14144799;14144799;14144799;14144799;14152401;14152684;14152684;14152684;14152684;14152684;14152684;14152684;14163523;14163523;14163523;14163523;14163523;14163523;14163523;14163523;14165390;14165390;14165285;14165390;14165390;14165390;14165390;14165390;14166451;14166451;14166451;14166451;14166451;14166451;14166451;14181859;14181859;14181859;14181859;14181859;14181859;14181859;14181859;14186069;14186069;14186069;14186069;14186069;14186069;14186069;14189419;14189419;14189419;14189419;14189419;14189419;14189419;14206949;14210953;14210955;14210955;14210955;14210955;14210955;14210955	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1915	0	6	0	0	0	2	0
RBM11	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	14216107;14216117;14216134;14216157;14216157;14216157;14216157;14216157;14216157;14216370;14219553;14219553;14219553;14219553;14219563;14219563;14219563;14219563;14221097;14221097;14221097;14221097;14221097;14221097;14221097;14221097;14221097;14221097;14221097;14223579;14224438;14224438;14224438;14224438;14224438;14224438;14224438;14224438;14224438;14224438;14226859;14226859;14226859;14226859;14226859;14226880;14226880;14226880;14226880;14226880;14226880;14227051	14216282;14216431;14216431;14216282;14216282;14216282;14216282;14216282;14216282;14216431;14219725;14219725;14219725;14219725;14219725;14219725;14219725;14219725;14221169;14221169;14224537;14221169;14221169;14221169;14221169;14221169;14221169;14221169;14221169;14223632;14224537;14224537;14224537;14224537;14224537;14224537;14224537;14224537;14224537;14224537;14227986;14228372;14228372;14228372;14226924;14227986;14228372;14228372;14228372;14228173;14228173;14227986	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5453	0	0	0	0	64	49	0
ABCC13	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	14273799;14273799;14279596;14279596;14287550;14287550;14288404;14288404;14291286;14291570;14299438	14274157;14274157;14279657;14279657;14287697;14287697;14288546;14288546;14291399;14291747;14301386	+;+;+;+;+;+;+;+;+;+;+	2953	0	0	0	0	0	0	0
HSPA13	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	14371115;14375652;14378199;14381203;14383095	14374284;14375819;14378412;14381543;14383146	-;-;-;-;-	3945	1219	1162	861	944	1678	973	1416
LOC105369304	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	14383247;14383247;14383247;14383247;14392571;14392571;14393322;14393322;14393322	14383537;14383537;14384712;14383537;14394886;14392646;14394886;14394886;14394886	+;+;+;+;+;+;+;+;+	3782	3	8	2	2	7	7	6
SAMSN1	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	14485228;14485228;14485228;14485228;14485228;14488957;14495347;14498442;14498442;14498442;14498442;14498442;14498442;14498442;14500529;14500529;14500529;14500529;14500529;14500529;14500529;14510310;14510310;14510310;14510310;14510310;14510310;14510310;14512444;14512444;14512444;14512444;14512444;14512444;14512444;14516892;14516892;14516892;14516892;14516892;14516892;14521150;14521150;14521150;14521150;14521150;14521150;14521150;14523271;14525126;14546205;14546205;14546205;14546205;14546205;14546205;14582136;14583320	14486114;14486114;14486114;14486114;14486114;14489063;14496403;14498592;14498592;14498592;14498592;14498592;14498592;14498592;14500735;14500735;14500735;14500735;14500735;14500735;14500735;14510461;14510461;14510461;14510461;14510461;14510461;14510461;14512573;14512573;14512573;14512573;14512573;14512573;14512573;14517041;14517041;14517041;14517041;14517041;14517041;14521221;14521221;14521221;14521221;14521221;14521221;14521221;14523394;14525180;14546357;14546357;14546345;14546315;14546315;14546315;14582488;14583402	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3681	0	2	0	0	0	0	0
SAMSN1-AS1	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	14582202;14585362;14591322;14594694;14597925	14582291;14585538;14591468;14594740;14598303	+;+;+;+;+	840	0	0	0	0	0	0	0
LOC388813	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	14591392;14594013;14602023;14609482;14612876;14615976;14643002	14592639;14594078;14602099;14609568;14612913;14616016;14643107	-;-;-;-;-;-;-	1663	2	0	0	0	0	0	0
LOC105372738	NC_000021.9;NC_000021.9	14676699;14678478	14677080;14678599	-;-	504	2	0	0	0	0	0	0
POLR2CP1	NC_000021.9	14757558	14759215	+	1658	0	0	0	0	0	0	0
LINC02246	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	14816838;14825523;14857542;14918171	14824415;14825624;14857708;14918668	-;-;-;-	8345	182	66	80	93	44	11	178
